cnumber,"chinese name","english name","login name",password,status
51,延伸百貨,"Collins, Homenick and Emard",SBC-HKtVqB,SBCm850rY,0
52,添翼創越有限公司,"Kulas LLC",SBC-3dd7wr,SBCdOnVwJ,0
53,福茂公司,"Stark Ltd",SBC-NULYHt,SBCROsZZ3,1
54,趨勢電腦有限公司,Bergstrom-Conroy,SBC-hz6tri,SBCPXyQDS,1
55,宏碁公司,"Rowe PLC",SBC-dbTkwD,SBCvqPrpC,0
56,茂為企業,"Zemlak and Sons",SBC-titZ3r,SBCdDMbbY,0
57,茂為股份有限公司,"Rice, Stamm and Boyer",SBC-9iUeQR,SBChp3Ed5,1
58,洧誠電腦,"Greenholt PLC",SBC-qC0f9H,SBC8EqLHo,0
59,風雲公司,Wehner-Kautzer,SBC-skmIdK,SBCCKPsLp,0
60,趨勢股份有限公司,"Stanton Inc",SBC-wXxQ8T,SBC5v4bZ6,1
61,風和日麗娛樂,Klein-Altenwerth,SBC-jwoFw0,SBCM8399r,0
62,研華股份有限公司,"Mraz, Kling and Schultz",SBC-MRQsrP,SBCeLk8zN,1
63,豪記集團股份有限公司,"Rempel LLC",SBC-hVqbMK,SBCx6CJm1,0
64,延伸有限公司,"Davis Group",SBC-JUeCEX,SBC1mZKXe,0
65,洧誠數位,"Anderson, Hoppe and Lynch",SBC-wG9sC0,SBCrE1OPo,0
66,喬山股份有限公司,"Kihn, Bartoletti and Ryan",SBC-DHvydu,SBCiQRDuz,1
67,光譜工業有限公司,Goodwin-Eichmann,SBC-7dUMSt,SBC7iUV9m,0
68,王品有限公司,Bernhard-Schneider,SBC-scUs4Z,SBCN3gyxN,0
69,趨勢集團,"Moen, Quitzon and Hirthe",SBC-BL9d0B,SBC7xzWtr,0
70,未來娛樂,"Pfannerstill, Emard and Greenfelder",SBC-4CWr9G,SBC91VigW,1
71,美利達公司,"Cummerata and Sons",SBC-IvPWsv,SBCO0AYVp,0
72,芮河集團,"Shanahan, Schowalter and Schneider",SBC-oz8UX1,SBCwTnOdt,0
73,台達有限公司,"Larkin Group",SBC-tSy9UJ,SBC7zGKmA,0
74,智冠公司,"Reilly LLC",SBC-SQQg7V,SBCbNF88g,0
75,巨室數位,"Towne and Sons",SBC-qUW9WD,SBCJldFnT,0
76,松崗有限公司,"Stoltenberg LLC",SBC-xoGRUK,SBCN9dww7,0
77,訊連酒店股份有限公司,"Parker and Sons",SBC-3HPpcn,SBC93p2Ad,0
78,銀魚百貨公司,"Klocko, Upton and Gulgowski",SBC-O5ogYX,SBCnYEg54,0
79,王品數位,Jakubowski-Sauer,SBC-S3N0tZ,SBCdfYU9a,0
80,正新電子有限公司,Rodriguez-Kessler,SBC-CTRs6N,SBCXPJniD,0
81,凱基科技,"McClure Ltd",SBC-Oi2tGg,SBCv7X8xl,0
82,滾石有限公司,"Hermiston Group",SBC-58ywpF,SBCAhljHM,0
83,老鷹音樂公司,"Collins, Mann and McClure",SBC-fF2YGf,SBC09C4Oo,0
84,福茂股份有限公司,"Pouros, Hansen and Ryan",SBC-2mUOVs,SBC5lppTS,0
85,趨勢企業,"Strosin Inc",SBC-Ex8oBq,SBCa68bDj,0
86,米樂士有限公司,Runte-Corwin,SBC-0daojQ,SBCbuuWhL,0
87,彎的工業,"Ebert, Sporer and Lebsack",SBC-9Ow6p1,SBCKQ90mA,0
88,貴族股份有限公司,"Runolfsdottir Inc",SBC-DZ1WdQ,SBCKEeYy4,0
89,亞神百貨股份有限公司,"Mante, Kassulke and Shields",SBC-rOik97,SBC7LyeGU,1
90,喜瑪拉雅國際股份有限公司,"Huels LLC",SBC-fHicDd,SBCHSflDM,0
91,前衛花園公司,"Dare, Goldner and Yost",SBC-MddOrw,SBCaoS66J,0
92,新亞洲唱片,"Wisozk, Friesen and Champlin",SBC-PYE8zl,SBCZ1wnTz,0
93,喜瑪拉雅公司,"Frami and Sons",SBC-2x4dGz,SBCXgbVNi,0
94,華義公司,Murazik-Witting,SBC-CXdCgP,SBCVHft38,1
95,宏達數位有限公司,"Altenwerth, Bernhard and Hirthe",SBC-rAkBt8,SBCZpZrbP,0
96,豪記股份有限公司,Kemmer-Hauck,SBC-4ha7pH,SBCPcBBD1,1
97,群石公司,"Blick, Stracke and Luettgen",SBC-7SuLzw,SBCyDmG4c,0
98,芮河股份有限公司,"Hayes, Batz and Powlowski",SBC-TVldT7,SBCxaugop,0
99,喜瑪拉雅機械股份有限公司,"Cruickshank, Tremblay and Upton",SBC-946TDq,SBCr7bymB,0
100,豪客國際有限公司,"Dooley Ltd",SBC-38n5qY,SBC6Uf9Ok,0
101,英特衛有限公司,"Muller Ltd",SBC-dhXWrX,SBCAcXkyQ,0
102,銀魚集團,"Koch Group",SBC-bhLgYE,SBCsLLSDe,0
103,華碩公司,"Jacobs Ltd",SBC-wOWqyp,SBCJXRc4U,0
104,紅心辣椒百貨有限公司,"Emard, Anderson and Ondricka",SBC-tKAHSn,SBCmJQKWY,0
105,彎的工業公司,"Trantow Group",SBC-nU7R46,SBCNqTULH,0
106,華碩唱片有限公司,Cummerata-Smith,SBC-oAEWcS,SBCdPpiqt,0
107,睛水股份有限公司,"McLaughlin, McKenzie and D'Amore",SBC-cxAESd,SBCYmtqga,0
108,宏碁有限公司,Zulauf-Corwin,SBC-BtaqKL,SBCHBDhL0,1
109,友訊音樂有限公司,"Schinner, Mayert and Ledner",SBC-tCbOXM,SBC4kxvyc,0
110,典選企業公司,"Durgan Inc",SBC-lvV38y,SBCVFKy4F,0
111,銀魚百貨,Turcotte-Toy,SBC-KHm9Vd,SBCGFFbMN,0
112,擎天股份有限公司,"Nikolaus, Bode and Wisozk",SBC-IzBa5R,SBCz2wHgi,0
113,紅心辣椒工業股份有限公司,"Jacobi and Sons",SBC-mg3cJE,SBCbHTsNt,0
114,遊戲橘子有限公司,Wisozk-Orn,SBC-uiZIgU,SBCt8GpwG,0
115,典選有限公司,"Mueller, Bartell and Kautzer",SBC-1baQht,SBCXwvz0R,0
116,擎天公司,"Kessler PLC",SBC-gw1kn2,SBCHdY2jL,0
117,巨室機械,"Mann Inc",SBC-XmreM0,SBCp2S4Bn,0
118,正新娛樂公司,"Bogan and Sons",SBC-9i4BRP,SBCiZnqAs,0
119,前衛花園公司,Kerluke-Schiller,SBC-15rCeg,SBC7PV3KF,1
120,乾坤數位股份有限公司,"Boehm PLC",SBC-DtWe5j,SBCbvTI7h,0
121,趨勢有限公司,"Von, Leffler and Kessler",SBC-wEd6TW,SBCVh3YHF,0
122,喜瑪拉雅工業公司,"Collins and Sons",SBC-8n6vLU,SBCgHxlWn,1
123,多利安股份有限公司,"Mayer, Jacobson and Stark",SBC-eFCnIG,SBCOwz82p,1
124,華研電腦公司,"Wintheiser, Keebler and Kuhlman",SBC-fMIpFV,SBC10apgc,0
125,豪記公司,"Gibson PLC",SBC-JCK8l1,SBCqKAYup,0
126,小白兔股份有限公司,Gottlieb-Kris,SBC-qIC4tI,SBCb6O4Mb,0
127,台達音樂公司,"Emard, Emard and Kessler",SBC-0LLp6K,SBCUdHBKj,0
128,大國國際,"Wunsch, Rogahn and Spencer",SBC-AonoE7,SBC3bnSQa,0
129,宏達企業公司,"Greenholt, West and Bogisich",SBC-fcAvj9,SBCgX0Cic,0
130,美妙唱片股份有限公司,"Ortiz PLC",SBC-bmj8ya,SBCE22NCG,0
131,巨大工業,Fay-Lowe,SBC-LFIYJu,SBCdnse33,0
132,銀魚有限公司,"Cartwright, Schaden and Lueilwitz",SBC-RpeUPD,SBCGaXvrC,0
133,典選機械,"Brekke, Cummings and Oberbrunner",SBC-ZGtU4B,SBCTShTVy,0
134,台達電子有限公司,"Vandervort, Schaefer and Ward",SBC-DxJNmx,SBC3GJ4uM,0
135,巨室音樂,Hayes-Raynor,SBC-goXP63,SBCXeSekw,0
136,英特衛有限公司,"Hills Group",SBC-OLtKdh,SBC7Bw7kQ,1
137,芮河數位公司,Marvin-Kovacek,SBC-wXdFB8,SBCumaZho,0
138,福茂證券,"Daniel, Hilpert and Kuphal",SBC-JayK1Y,SBCpjRZ95,1
139,美利達百貨,Orn-Reynolds,SBC-CzZLPZ,SBCVAyhCm,1
140,英特衛娛樂,Marks-Roberts,SBC-9Sanow,SBCIo2gwQ,0
141,延伸機械,Kreiger-Lemke,SBC-M8ONjL,SBC27TzSD,1
142,群石股份有限公司,"Kihn, Morissette and Crist",SBC-0xxspK,SBCFxA7Op,0
143,老鷹酒店,Olson-Kunde,SBC-ZLpkFQ,SBCzBNbB9,0
144,友訊股份有限公司,"Casper LLC",SBC-umilfG,SBCy5m32v,0
145,旺旺股份有限公司,Ebert-Rippin,SBC-PyAiCB,SBCTLcF6a,1
146,訊連公司,"Schmeler Inc",SBC-GytDnv,SBCDHoX3a,0
147,華碩酒店,Feil-Lubowitz,SBC-WLMjWP,SBCOnVfvk,1
148,小白兔公司,Hudson-Jast,SBC-XGEL3W,SBCVfnJZf,0
149,華特工業,"Thiel Ltd",SBC-qKj08W,SBCZ4p32i,0
150,相信有限公司,Shields-Medhurst,SBC-iu3vkG,SBCcpCGAI,1
151,茂為文化,"Sauer Group",SBC-JHEMT2,SBCtNHImX,0
152,風雲電腦,Cassin-Hettinger,SBC-vWlfjb,SBCklQC66,0
153,添翼創越有限公司,Hermiston-Pacocha,SBC-4KdszG,SBCklmEEY,0
154,米樂士唱片股份有限公司,"Lynch, Cartwright and Kreiger",SBC-q3VXnO,SBCgqslq3,1
155,遊戲橘子公司,"Price, Terry and Torp",SBC-3bekCH,SBC8rv2BJ,0
156,研華公司,"Murazik, Brakus and Breitenberg",SBC-cajLbQ,SBCaIrdYr,0
157,風雲有限公司,"Lynch Group",SBC-AYqQru,SBCW59OTT,0
158,多利安有限公司,"Little Ltd",SBC-Y4tB08,SBCgcWnyR,1
159,太陽百貨有限公司,"Bins PLC",SBC-htcykp,SBCOoZbaA,1
160,豐華數位公司,"Runolfsdottir Group",SBC-resi80,SBCKgai6w,0
161,當然公司,"Thiel Group",SBC-SbVESA,SBCJDcgKo,0
162,紅元素酒店,"Greenfelder Inc",SBC-EQjwuX,SBC8topSf,0
163,金革科技,"Hickle, Prosacco and Lueilwitz",SBC-CZXk9r,SBCNkT4GF,0
164,金革股份有限公司,Pagac-Hermann,SBC-NXrmJL,SBCMVuv5V,0
165,風潮唱片有限公司,"Considine, Bernhard and Schiller",SBC-EhCxGO,SBCX91JyC,0
166,風和日麗科技有限公司,"Pfeffer, Eichmann and Cummerata",SBC-yJC0wA,SBCX3VwHn,0
167,芮河娛樂股份有限公司,"Nicolas, Fisher and Smith",SBC-usrook,SBCf7MR71,1
168,正新公司,Luettgen-Mante,SBC-QlsMpK,SBCgppRpO,0
169,擎天唱片,"Medhurst, Weissnat and Luettgen",SBC-PvHjzm,SBCs5CrR0,0
170,米樂士汽車公司,"Harris and Sons",SBC-hi84Ln,SBCXEpLEw,0
171,睛水國際,"Kulas Inc",SBC-WAqb7O,SBCN1Wnzg,0
172,典選機械有限公司,"Kerluke and Sons",SBC-u5hJNR,SBCOCQMr8,0
173,紅心辣椒百貨公司,"Stanton, Farrell and Frami",SBC-4TSnte,SBCzkA9Gr,0
174,大國證券,"Purdy LLC",SBC-tpLU6c,SBCehxo5f,0
175,大國有限公司,"Dickinson, Gulgowski and Bednar",SBC-J7obO8,SBC0DCAf4,0
176,小白兔國際股份有限公司,"Herzog LLC",SBC-P1Bvxm,SBCeR1WZe,0
177,新亞洲百貨,"Hills, Wehner and Schneider",SBC-Bczwki,SBCX9xUe0,0
178,美樂帝汽車有限公司,"Reichert LLC",SBC-Svh7iG,SBCfixyrv,0
179,阿爾發工業,Weissnat-Blanda,SBC-IjEn7j,SBCEWufzs,0
180,康師傅酒店股份有限公司,"Jones LLC",SBC-Q7E4EF,SBCZyE5di,0
181,弘煜電腦,"Turner Inc",SBC-YQlyGt,SBCbNVpmw,0
182,研華有限公司,"Wolff, West and Welch",SBC-PJrLMD,SBCSydu13,0
183,王品股份有限公司,"Kuhlman and Sons",SBC-lQN0V9,SBCMD926q,0
184,研華公司,"Larkin and Sons",SBC-BRIkPA,SBCTbb0te,0
185,金革工業公司,"Mueller and Sons",SBC-yTYouO,SBCcpR01o,0
186,芮河數位有限公司,"Kuvalis and Sons",SBC-DEHjpl,SBCPsVDWc,0
187,太陽音樂,"Emard LLC",SBC-Sprv50,SBCih5yxv,1
188,創見證券,"Sporer PLC",SBC-oYwKDu,SBCV6VEXR,1
189,巨室科技有限公司,"Heaney, Mosciski and Lakin",SBC-8xWb0f,SBCV7UWQF,0
190,金革文化,Marquardt-Fisher,SBC-upXq2n,SBC7p3sFO,0
191,群石證券,Treutel-Doyle,SBC-07uPNh,SBC6R32Kz,0
192,福茂有限公司,"Schaden PLC",SBC-3sIbaw,SBCyfAxTJ,0
193,英特衛證券,Bailey-Schuppe,SBC-k41yBL,SBCeXQ8Ja,1
194,老鷹電腦公司,"Ullrich LLC",SBC-e92yTH,SBCH9Bvcr,0
195,睛水公司,"Willms and Sons",SBC-0oxEvq,SBCSgMpc4,0
196,華義股份有限公司,"Kutch Group",SBC-r5x9s3,SBC6vcCUJ,0
197,華研股份有限公司,Adams-Jacobson,SBC-Y85aVh,SBCdRE4Df,0
198,豐華機械,"Tillman Ltd",SBC-xcm9ht,SBCt7kfUx,0
199,新亞洲唱片公司,"Sauer LLC",SBC-V8F31w,SBCy3k5ab,0
200,友訊百貨有限公司,Kassulke-Streich,SBC-Q452Fk,SBCt2zspe,0
201,巨大集團公司,Kutch-Conn,SBC-dwAiDe,SBCh5Hbra,0
202,宏達股份有限公司,Ledner-Hirthe,SBC-qAh1zw,SBCRRcD5k,0
203,新亞洲公司,Marks-Green,SBC-9DgLtP,SBCeszP4f,0
204,海蝶有限公司,Braun-Witting,SBC-CUat5w,SBCw4z3MG,0
205,紅心辣椒企業,"Stiedemann, Heller and Gulgowski",SBC-1FEcXP,SBCnchgwH,0
206,喜瑪拉雅公司,"Leannon, Bartell and Kihn",SBC-ME4Ub7,SBCF4knsq,0
207,豪記機械,Welch-Schumm,SBC-ME6F9u,SBC07eMju,1
208,宏達股份有限公司,Ritchie-Marks,SBC-HrwHLT,SBCOHjaYx,0
209,風潮國際,"Auer Group",SBC-fZgrsg,SBC1TKW38,0
210,角頭科技有限公司,Herzog-Rowe,SBC-6ynmBT,SBCes4NGm,0
211,康師傅公司,"Stokes, O'Hara and Muller",SBC-3Z5jzS,SBCQ81XhM,0
212,弘煜工業,Barton-Williamson,SBC-IrlUka,SBCYMhkGp,0
213,洧誠公司,Boyer-Corwin,SBC-pPh2NA,SBC8Xcpcf,0
214,豐華有限公司,"Walsh LLC",SBC-52Qd5m,SBCXfOnQo,0
215,統一百貨,"Emmerich, Heaney and Ortiz",SBC-kG0ksl,SBCWYNZ59,0
216,添翼創越集團,"Rippin, Friesen and Adams",SBC-a2LIkQ,SBCZCAKeQ,1
217,康師傅數位有限公司,Steuber-Johnston,SBC-wo7k6S,SBCBaHM5l,0
218,海蝶國際,"Kilback Ltd",SBC-vANnS8,SBC8AZwob,0
219,華特電子,"Stehr, Eichmann and Leuschke",SBC-TCAJgO,SBCF3luJO,1
220,太陽動力文化公司,Ebert-Boehm,SBC-wHW7F7,SBClyUd7l,0
221,統一有限公司,"Mills, Wyman and Sporer",SBC-H4IopF,SBCMGwat3,1
222,米樂士科技,"Hansen, Reichel and Smitham",SBC-h34Zjv,SBCNZf7Qa,0
223,喬山股份有限公司,"Brakus and Sons",SBC-ZoJq6Q,SBC3Z3jCe,0
224,台達數位公司,"Bechtelar Group",SBC-7yyAQ1,SBCt2XQNU,0
225,添翼創越股份有限公司,Dicki-Hauck,SBC-8iBiXR,SBCKVqT8e,0
226,延伸音樂公司,Larkin-Donnelly,SBC-O1PvAR,SBCXyrk5P,0
227,英特衛集團公司,Pouros-McDermott,SBC-kYzNQ7,SBCTAlmvr,0
228,豐華集團股份有限公司,Barton-Blick,SBC-uOYErn,SBCsqIkzW,0
229,遊戲橘子股份有限公司,Hartmann-Davis,SBC-0FefG0,SBCOTJhsK,0
230,美利達文化股份有限公司,"Lehner, Walsh and Kemmer",SBC-O9sBmz,SBCdAcB0k,0
231,前衛花園國際有限公司,"Feil Inc",SBC-2Wm58a,SBCnKhZ88,0
232,巨大股份有限公司,Smith-Ullrich,SBC-DfsTKk,SBCd5DjaE,0
233,光譜股份有限公司,"Pfannerstill LLC",SBC-T6sHxg,SBCUmF3dz,0
234,太陽動力電子股份有限公司,"Murray Group",SBC-wZxc7n,SBCm8Dn8i,0
235,華研企業,"Greenholt Inc",SBC-Wv9zCy,SBCRursQ4,0
236,豪記國際,Morissette-Reichert,SBC-EFSFkZ,SBCMKAuIR,0
237,凱基汽車,"Zieme, Bahringer and Watsica",SBC-Aq5ZLr,SBCNo0KPr,0
238,研華酒店有限公司,"Mosciski Inc",SBC-QpLdQX,SBCwGk5M2,0
239,芮河電腦,"Hagenes Inc",SBC-j5Q2nr,SBCkdnzm3,0
240,紅元素集團公司,"Brakus PLC",SBC-Uw55GW,SBCymqKul,0
241,華義有限公司,"Veum LLC",SBC-Ih3UcT,SBCbU2B8B,0
242,種子股份有限公司,"Daugherty LLC",SBC-c3QPth,SBCD257Lk,0
243,台達有限公司,"Herman LLC",SBC-ukdQFw,SBCD3jBbP,0
244,海蝶有限公司,"Ondricka, Balistreri and Deckow",SBC-yVCext,SBCPedwnj,0
245,海蝶公司,"Considine Group",SBC-ahZJ5n,SBCXBfOMG,0
246,正新唱片公司,Zulauf-Graham,SBC-Tky3Dl,SBCIzomnv,0
247,喬山娛樂,"Kris, O'Hara and Gottlieb",SBC-YlDaWC,SBC0Upqeg,0
248,福茂企業有限公司,Hirthe-O'Hara,SBC-UWflL0,SBCtLcnbg,0
249,研華電子,"Crooks Inc",SBC-NFTzlY,SBCsxwCv1,1
250,典選唱片,Roob-Douglas,SBC-6WlqTQ,SBCEnwSEu,0
251,風雲工業公司,Gibson-Ondricka,SBC-tgxENS,SBCKdntOK,1
252,松崗證券,Hintz-Hills,SBC-hWllHH,SBCH5alvy,0
253,大國公司,"Stroman Group",SBC-Hny1h1,SBC9rgATd,0
254,貴族音樂,Wiegand-Hodkiewicz,SBC-Xj6wjt,SBCNWntW3,0
255,未來電腦,Mohr-Harvey,SBC-jmuwE6,SBCql16vP,0
256,正新公司,"Brown LLC",SBC-czVCER,SBCSDAdjG,0
257,台達數位有限公司,"Schuster and Sons",SBC-wU1fRD,SBChtU7mc,1
258,福茂唱片,Fritsch-Mohr,SBC-CCtvKn,SBC5QEPbP,0
259,太陽動力有限公司,Botsford-Kuvalis,SBC-8AMbYr,SBC7n8uB9,0
260,王品集團公司,"Grady, Jaskolski and Gleason",SBC-NsjTSb,SBCHvT2fU,1
261,洧誠集團,"Bradtke, Zieme and Harris",SBC-6EHAVt,SBCczK5tA,1
262,康師傅科技,"Boyle Inc",SBC-f3XqwD,SBCdJSVhr,0
263,貴族企業股份有限公司,"Lowe and Sons",SBC-dQP7zD,SBCU10GXz,0
264,華研科技股份有限公司,"Stark, Harber and Bayer",SBC-AQ9vCq,SBC1OIWTQ,0
265,風雲數位,"Mertz PLC",SBC-K5c94A,SBCcFGDb2,1
266,前衛花園百貨,"Kunze, Larson and Robel",SBC-GJHe3X,SBCbh6Kfj,0
267,群石證券公司,Hudson-Schroeder,SBC-C8Fbem,SBCjdekGa,0
268,宏碁公司,"Volkman, Maggio and Keebler",SBC-2LWHxl,SBCrkfxsr,1
269,洧誠有限公司,"Pollich, Koss and Gusikowski",SBC-AgV1O6,SBCghtMy6,0
270,添翼創越企業,"Douglas Group",SBC-RqDIR8,SBC7Z64TY,0
271,英特衛股份有限公司,"Jacobs, Spinka and D'Amore",SBC-PDefGb,SBCquhNJ1,0
272,康師傅電腦有限公司,"Roob Ltd",SBC-Qee7Zx,SBCvZBjIn,0
273,智冠電子有限公司,"Breitenberg, Wuckert and Walter",SBC-2sOgqp,SBCyP55vh,0
274,訊連酒店,"Grant LLC",SBC-aaqTFK,SBCBU1k64,0
275,彎的國際股份有限公司,"Sipes and Sons",SBC-hHKefX,SBCR1Jbkv,0
276,巨室有限公司,Cremin-Kuphal,SBC-Jcsb7E,SBCMrAz0A,0
277,風雲集團公司,Kessler-Schowalter,SBC-Y4cLPG,SBCL6Y54t,1
278,美樂帝股份有限公司,Lind-Bogisich,SBC-mcyc9F,SBCg5Ma3N,0
279,未來股份有限公司,Strosin-Stokes,SBC-flErtd,SBC4nAcfo,0
280,福茂企業,Stracke-Nader,SBC-IjeFZC,SBCayq1vj,0
281,典選企業公司,"Morar Group",SBC-STfA6o,SBCBxM91E,0
282,紅元素娛樂,"Flatley and Sons",SBC-dlqB9D,SBCC8oZcN,0
283,老鷹股份有限公司,Nicolas-Leffler,SBC-An8M1X,SBCUqlt7m,0
284,英特衛股份有限公司,"Bauch LLC",SBC-90zK9x,SBCmJ5cJq,0
285,風和日麗股份有限公司,"Klocko, Raynor and Leffler",SBC-qGHhl4,SBCHmk0W6,0
286,角頭有限公司,"Erdman Group",SBC-ArHjN6,SBCTeZ8wj,1
287,華碩科技公司,"Gislason PLC",SBC-ZNrHT1,SBCtI3QoC,0
288,凱基公司,Heidenreich-Luettgen,SBC-FZbomu,SBCghvTDt,0
289,智冠文化公司,Marks-Kreiger,SBC-QnEDNX,SBCEQyZXn,0
290,金革公司,"Gleason, Sporer and Reynolds",SBC-9kEmAT,SBCIeuCHJ,0
291,太陽動力股份有限公司,Streich-Reinger,SBC-NU6NXd,SBC3UEzWV,0
292,前衛花園公司,"Watsica Group",SBC-lA4PKq,SBCp4S6ct,0
293,松崗股份有限公司,"Padberg, Lind and Eichmann",SBC-Ne350O,SBCrqMsRD,0
294,茂為酒店股份有限公司,"Lakin, Steuber and Kunze",SBC-WhRKr3,SBC8R93Ij,0
295,添翼創越工業,Gaylord-Russel,SBC-SGd04b,SBC3UB1KG,0
296,華研有限公司,"Mayer Group",SBC-x5bVqp,SBCIh7LiN,0
297,趨勢音樂,Tromp-Shields,SBC-2pNgt4,SBCg32inG,0
298,福茂證券股份有限公司,"Pollich and Sons",SBC-ifWYHc,SBC0Emkbt,1
299,米樂士文化,"Monahan, Kutch and Von",SBC-ctvAv0,SBC2r793u,1
300,友訊電腦公司,"Veum Inc",SBC-asP0RF,SBCIlO7ag,0
301,風雲電子公司,"Dooley PLC",SBC-ppNn9g,SBCJxIRGy,0
302,風和日麗電子公司,Crist-Abbott,SBC-UJ9GPq,SBClk5Xsl,1
303,豪記文化股份有限公司,"Hirthe and Sons",SBC-TRDQKp,SBCmfJH0S,1
304,喜瑪拉雅國際公司,"Kessler, Bednar and Larkin",SBC-KAgdX8,SBCfoncZe,0
305,豪記娛樂,Gleason-Schaden,SBC-uBrFRf,SBCD8kW3s,0
306,群石數位,Hegmann-Spinka,SBC-KqLqXk,SBCzjN9Xr,1
307,宏碁股份有限公司,"Reynolds LLC",SBC-TIIRcq,SBCtYI7rO,0
308,豐華科技公司,"Hagenes and Sons",SBC-phbGmB,SBCsiske5,1
309,福茂電子,"Runolfsdottir, Simonis and Borer",SBC-RLtGDF,SBCoDYHhV,0
310,亞神文化股份有限公司,Conroy-Kertzmann,SBC-kc2szZ,SBCZCWGpP,0
311,英特衛百貨,Frami-Romaguera,SBC-u5r9qR,SBCc5cv3i,0
